Key,Text,Notes,Community Suggestions
[JOKE_SETUP_3],"I go to the store and buy ten hotdogs, nine burgers, three bags of chips, and six sodas. If I eat nine hot dogs, seven burgers, three bags of chips, and drink five sodas, what do I have?",,
[JOKE_PUNCHLINE_3],No self control!,,
[JOKE_SETUP_4],Hot dogs really should be renamed to hot wolves.,,
[JOKE_PUNCHLINE_4],They always come in packs!,,
[JOKE_SETUP_5],Have you ever been to a hot dog factory?,,
[JOKE_PUNCHLINE_5],"No, I haven't sausage a place!",,
[JOKE_SETUP_6],An indecisive hot dog got a bun pregnant.,,
[JOKE_PUNCHLINE_6],He didn't know what condoment!,,
[JOKE_SETUP_7],What are hot dogs called in the winter?,,
[JOKE_PUNCHLINE_7],Chilly dogs!,,
[JOKE_SETUP_8],Why did the vegetarian hot dog cross the road?,,
[JOKE_PUNCHLINE_8],To prove he wasn't chicken!,,
[JOKE_SETUP_9],What did the people call the bad hot dog stand?,,
[JOKE_PUNCHLINE_9],The WURST!,,
[JOKE_SETUP_10],I eat my hot dogs cold,,
[JOKE_PUNCHLINE_10],No bun intended!,,
[JOKE_SETUP_11],Why did the hot dog hire a tutor?,,
[JOKE_PUNCHLINE_11],He wanted to be on the honor roll!,,
[JOKE_SETUP_12],When can a pizza marry a hot dog?,,
[JOKE_PUNCHLINE_12],After a very frank relationship!,,
[JOKE_SETUP_13],What do you call a hot dog with nothing inside it?,,
[JOKE_PUNCHLINE_13],A hollow-weenie!,,
[JOKE_SETUP_14],What did the Mama Hot Dog say to the little frankfurter?,,
[JOKE_PUNCHLINE_14],Ketch-up!,,
[JOKE_SETUP_15],"What do get when you cross a chili pepper, steam shovel, and a Chihuahua?",,
[JOKE_PUNCHLINE_15],A hot diggety dog!,,
,,,
Tourist Jokes,,,
[TOURIST_SETUP_1],Why does a chicken coop have two doors?,,
[TOURIST_PUNCHLINE_1],"If it had four doors, it would be a chicken sedan!",,
[TOURIST_SETUP_2],What do sprinters eat before a race?,,
[TOURIST_PUNCHLINE_2],"Nothing, they fast!",,
[TOURIST_SETUP_3],Why couldn't the bicycle stand up by itself?,,
[TOURIST_PUNCHLINE_3],It was two tired!,,
[TOURIST_SETUP_4],Why do melons have weddings?,,
[TOURIST_PUNCHLINE_4],Because they cantaloupe!,,
[TOURIST_SETUP_5],Why are elevator jokes so classic and good?,,
[TOURIST_PUNCHLINE_5],They work on so many levels!,,
[TOURIST_SETUP_6],Why was the color green notoriously single?,,
[TOURIST_PUNCHLINE_6],It was always so jaded!,,
[TOURIST_SETUP_7],How can you tell it’s a dogwood tree?,,
[TOURIST_PUNCHLINE_7],"By the bark!
",,
[TOURIST_SETUP_8],What do you call a factory that sells passable products? ,,
[TOURIST_PUNCHLINE_8],A satisfactory!,,
[TOURIST_SETUP_9],What do you call a fake noodle?,,
[TOURIST_PUNCHLINE_9],"An impasta!
",,
[TOURIST_SETUP_10],Why did the scarecrow win an award?,,
[TOURIST_PUNCHLINE_10],"Because he was outstanding in his field!
",,
